en	meaning_en	fr_translation	fr_gender	de_translation	de_gender	es_translation	es_gender	it_translation	it_gender	pt_translation	pt_gender	ru_translation	ru_gender	ar_translation	ar_gender	hi_translation	hi_gender
approval	Consent	approbation	f	Zustimmung	f	aporobación	f	approvazione	f	aprovação	f	одобрение	n	موافقة	f	अनुमोदन	m
apricot	Orange stone fruit	abricot	m	Aprikose	f	albaricoque	m	albicocca	f	damasco	m	абрикос	m	مشمش	m	खूबानी	f
april	The fourth month of the year.	avril	m	April	m	abril	m	aprile	m	abril	m	апрель	m	أبريل	m	अप्रेल	m
apron	A protective garment worn over clothes while cooking.	tablier	m	Schürze	f	delantal	m	grembiule	m	avental	m	фартук	m	مريلة	f	एप्रन	m
aquatic	Water organism	organisme aquatique	m	Wassertier	n	organismo acuático	m	organismo acquatico	m	organismo aquático	m	водное животное	n	كائن مائي	m	जलीय जीव	m
arab	Person from Arabic-speaking countries.	Arabe	m	Araber	m	árabe	m	arabo	m	árabe	m	араб	m	عربي	m	अरब	m
arbitration	Settlement of dispute by neutral third party.	arbitrage	m	Schiedsverfahren	n	arbitraje	m	arbitrato	m	arbitragem	f	арбитраж	m	تحكيم	m	मध्यस्थता	f
arc	A part of the circumference of a circle.	arc	m	Bogen	m	arco	m	arco	m	arco	m	дуга	f	قوس	m	धनुष	m
arch	A curved structure spanning an opening.	arche	f	Bogen	m	arco	m	arco	m	arco	m	арка	f	قوس	m	तोरण	m
archaeologist	A person who studies human history through excavation.	archéologue	m	Archäologe	m	arqueólogo	m	archeologo	m	arqueólogo	m	археолог	m	عالم آثار	m	पुरातत्वविद	m
archaeology	The study of human activity through material remains.	archéologie	f	Archäologie	f	arqueología	f	archeologia	f	arqueologia	f	археология	f	علم الآثار	m	पुरातत्वविज्ञान	m
archer	Person who shoots with bow and arrow.	archer	m	Bogenschütze	m	arquero	m	arciere	m	arqueiro	m	лучник	m	رامي السهام	m	धनुर्धर	m
archipelago	Group of islands	archipel	m	Archipel	m	archipélago	m	arcipelago	m	arquipélago	m	архипелаг	m	أرخبيل	m	द्वीपसमूह	m
architect	A person who designs buildings.	architecte	m	Architekt	m	arquitecto	m	architetto	m	arquiteto	m	архитектор	m	مهندس معماري	m	वास्तुकार	m
architecture	Building design	architecture	f	Architektur	f	arquitectura	f	architettura	f	arquitetura	f	архитектура	f	عمارة	f	वास्तुकला	f
archive	A collection of historical documents or records.	archives	f	Archiv	n	archivo	m	archivio	m	arquivo	m	архив	m	أرشيف	m	अर्काइव	m
arctic	Extremely cold northern polar region.	Arctique	m	Arktis	f	Ártico	m	Artico	m	Ártico	m	Арктика	f	قطب شمالي	m	आर्कटिक	m
area	Region	région	f	Gebiet	n	área	f	zona	f	área	f	область	f	منطقة	f	क्षेत्र	m
arena	A level area surrounded by seats for spectators.	arène	f	Arena	f	arena	f	arena	f	arena	f	арена	f	حلبة	f	अरेना	m
argument	Debate	argument	m	Argument	n	argumento	m	argomento	m	argumento	m	аргумент	m	جدل	m	तर्क	m
aristocracy	Highest class in society	aristocratie	f	Aristokratie	f	aristocracia	f	aristocrazia	f	aristocracia	f	аристократия	f	أرستقراطية	f	अभिजात्यवर्ग	m
arithmetic	The branch of mathematics dealing with numbers.	arithmétique	f	Arithmetik	f	aritmética	f	aritmetica	f	aritmética	f	арифметика	f	حساب	m	गणित	m
arizona	Southwestern US state	Arizona	f	Arizona	n	Arizona	f	Arizona	f	Arizona	f	Аризона	f	أريزونا	f	अरिज़ोना	m
arm	Limb	bras	m	Arm	m	brazo	m	braccio	m	braço	m	рука	f	ذراع	m	बाहु	f
armament	Military weapons and equipment.	armement	m	Bewaffnung	f	armamento	m	armamento	m	armamento	m	вооружение	n	تسليح	m	शस्त्र	m
armor	Protective covering worn in combat.	armure	f	Rüstung	f	armadura	f	armatura	f	armadura	f	доспехи	m	درع	m	कवच	m
army	Military	armée	f	Armee	f	ejército	m	esercito	m	exército	m	армия	f	جيش	m	सेना	f
aroma	A distinctive pleasant smell.	arôme	m	Aroma	n	aroma	m	aroma	m	aroma	m	аромат	m	عطر	m	सुगंध	m
arrangement	Organization	arrangement	m	Anordnung	f	organización	f	organizzazione	f	organização	f	организация	f	تنظيم	m	व्यवस्था	f
array	An impressive display or range of something.	éventail	m	Anordnung	f	gama	f	gamma	f	gama	f	массив	m	مجموعة	f	श्रेणी	f
arrest	The action of seizing someone to hold them in custody.	arrestation	f	Verhaftung	f	arresto	m	arresto	m	prisão	f	арест	m	اعتقال	m	गिरफ्तारी	f
arrival	Coming	arrivée	f	Ankunft	f	llegada	f	arrivo	m	chegada	f	прибытие	n	وصول	m	आगमन	m
arrow	A shaft with a pointed head shot from a bow.	flèche	f	Pfeil	m	flecha	f	freccia	f	flecha	f	стрела	f	سهم	m	तीर	m
arsenal	Collection of weapons	arsenal	m	Arsenal	n	arsenal	m	arsenale	m	arsenal	m	арсенал	m	مخزن أسلحة	m	शस्त्रागार	m
art	Art	art	m	Kunst	f	arte	m	arte	f	arte	f	искусство	n	فن	m	कला	f
artery	A blood vessel carrying blood away from the heart.	artère	f	Arterie	f	arteria	f	arteria	f	artéria	f	артерия	f	شريان	m	धमनी	f
artichoke	Edible flower bud of Mediterranean plant.	artichaut	m	Artischocke	f	alcachofa	f	carciofo	m	alcachofra	f	артишок	m	أرضي شوكي	m	आर्टिचोक	m
article	Item	article	m	Artikel	m	artículo	m	articolo	m	artigo	m	статья	f	مقال	m	लेख	m
artillery	Large military weapons	artillerie	f	Artillerie	f	artillería	f	artiglieria	f	artilharia	f	артиллерия	f	مدفعية	f	तोपखाना	f
artist	Creator	artiste	m	Künstler	m	artista	m	artista	m	artista	m	художник	m	فنان	m	कलाकार	m
ascent	Act of climbing or going up.	ascension	f	Aufstieg	m	ascenso	m	ascesa	f	ascensão	f	восхождение	n	صعود	m	आरोहण	m
ash	The powdery residue left after burning.	cendre	f	Asche	f	ceniza	f	cenere	f	cinza	f	зола	f	رماد	m	राख	f
asia	Largest continent on Earth.	Asie	f	Asien	n	Asia	f	Asia	f	Ásia	f	Азия	f	آسيا	f	एशिया	m
aspect	Side	aspect	m	Aspekt	m	aspecto	m	aspetto	m	aspecto	m	аспект	m	جانب	m	पहलू	m
aspiration	Hope or ambition of achieving something.	aspiration	f	Streben	n	aspiración	f	aspirazione	f	aspiração	f	стремление	n	طموح	m	आकांक्षा	f
aspirin	Common pain-relieving medication.	aspirine	f	Aspirin	n	aspirina	f	aspirina	f	aspirina	f	аспирин	m	أسبرين	m	एस्पिरिन	m
ass	Donkey; buttocks (informal).	âne	m	Esel	m	asno	m	asino	m	asno	m	осёл	m	حمار	m	गधा	m
assault	Violent attack; aggressive action.	assaut	m	Angriff	m	asalto	m	assalto	m	assalto	m	нападение	n	اعتداء	m	हमला	m
assembly	Gathering of people; legislative body.	assemblée	f	Versammlung	f	asamblea	f	assemblea	f	assembleia	f	собрание	n	مجلس	m	सभा	f
assertion	A confident and forceful statement.	assertion	f	Behauptung	f	aseveración	f	asserzione	f	afirmação	f	утверждение	n	تأكيد	m	दावा	m
assessment	Evaluation; judgment; appraisal.	évaluation	f	Bewertung	f	evaluación	f	valutazione	f	avaliação	f	оценка	f	تقييم	m	मूल्यांकन	m
asset	Resource; valuable possession; advantage.	actif	m	Vermögenswert	m	activo	m	bene	m	ativo	m	актив	m	أصل	m	संपत्ति	f
assignment	Task; duty; homework; job.	tâche	f	Auftrag	m	tarea	f	compito	m	tarefa	f	задание	n	مهمة	f	कार्य	m
assistance	Help or support.	assistance	f	Hilfe	f	asistencia	f	assistenza	f	assistência	f	помощь	f	مساعدة	f	सहायता	f
assistant	Helper; aide; supporter; deputy.	assistant	m	Assistent	m	asistente	m	assistente	m	assistente	m	помощник	m	مساعد	m	सहायक	m
associate	Partner; colleague; companion; ally.	associé	m	Mitarbeiter	m	asociado	m	associato	m	associado	m	коллега	m	شريك	m	सहयोगी	m
association	Organization; group; connection; relationship.	association	f	Vereinigung	f	asociación	f	associazione	f	associação	f	ассоциация	f	جمعية	f	संगठन	m
assortment	Miscellaneous collection of things.	assortiment	m	Sortiment	n	surtido	m	assortimento	m	sortimento	m	ассортимент	m	تشكيلة	f	मिश्रण	m
assumption	Belief accepted without proof.	assomption	f	Annahme	f	suposición	f	presunzione	f	suposição	f	предположение	n	افتراض	m	धारणा	f
assurance	Confidence; certainty; guarantee; insurance.	assurance	f	Versicherung	f	seguridad	f	sicurezza	f	segurança	f	уверенность	f	ضمان	m	आश्वासन	m
asteroid	Small rocky object orbiting sun.	astéroïde	m	Asteroid	m	asteroide	m	asteroide	m	asteroide	m	астероид	m	كويكب	m	क्षुद्रग्रह	m
asthma	A respiratory condition causing difficulty in breathing.	asthme	m	Asthma	n	asma	f	asma	m	asma	f	астма	f	ربو	m	दमा	m
astonishment	Great surprise or amazement.	étonnement	m	Erstaunen	n	asombro	m	stupore	m	espanto	m	изумление	n	دهشة	f	आश्चर्य	m
astrology	Study of celestial bodies influence on human affairs.	astrologie	f	Astrologie	f	astrología	f	astrologia	f	astrologia	f	астрология	f	علم التنجيم	m	ज्योतिष	m
astronaut	Person trained to travel in spacecraft.	astronaute	m	Astronaut	m	astronauta	m	astronauta	m	astronauta	m	астронавт	m	رائد فضاء	m	अंतरिक्ष यात्री	m
astronomy	Study of celestial objects and space.	astronomie	f	Astronomie	f	astronomía	f	astronomia	f	astronomia	f	астрономия	f	علم الفلك	m	खगोल विज्ञान	m
astrophysics	Branch of astronomy dealing with physical properties.	astrophysique	f	Astrophysik	f	astrofísica	f	astrofisica	f	astrofísica	f	астрофизика	f	علم الفيزياء الفلكية	m	खगोल भौतिकी	f
asylum	Protection granted to political refugees.	asile	m	Asyl	n	asilo	m	asilo	m	asilo	m	убежище	n	ملجأ	m	शरण	m
athlete	A person who is proficient in sports.	athlète	m	Athlet	m	atleta	m	atleta	m	atleta	m	атлет	m	رياضي	m	एथलीट	m
athletics	Physical sports and games of any kind.	athlétisme	m	Leichtathletik	f	atletismo	m	atletica	f	atletismo	m	лёгкая атлетика	f	ألعاب القوى	f	एथलेटिक्स	m
atlas	Book of maps; collection of charts.	atlas	m	Atlas	m	atlas	m	atlante	m	atlas	m	атлас	m	أطلس	m	एटलस	m
atmosphere	Air surrounding Earth; mood; environment.	atmosphère	f	Atmosphäre	f	atmósfera	f	atmosfera	f	atmosfera	f	атмосфера	f	غلاف جوي	m	वायुमंडल	m
atom	Smallest unit of matter; basic building block.	atome	m	Atom	n	átomo	m	atomo	m	átomo	m	атом	m	ذرة	f	परमाणु	m
atrocity	Extremely cruel or brutal act.	atrocité	f	Gräueltat	f	atrocidad	f	atrocità	f	atrocidade	f	зверство	n	فظاعة	f	अत्याचार	m
attachment	Affection; bond; additional part; accessory.	attachement	m	Anhang	m	apego	m	attaccamento	m	apego	m	приложение	n	مرفق	m	अनुलग्नक	m
attack	Assault; aggressive action; criticism.	attaque	f	Angriff	m	ataque	m	attacco	m	ataque	m	нападение	n	هجوم	m	हमला	m
attainment	Achievement; accomplishment; acquisition.	réalisation	f	Erreichung	f	logro	m	conseguimento	m	alcance	m	достижение	n	تحصيل	m	प्राप्ति	f
attempt	An effort to achieve or complete something.	tentative	f	Versuch	m	intento	m	tentativo	m	tentativa	f	попытка	f	محاولة	f	प्रयास	m
attendance	Action of being present; participation.	présence	f	Anwesenheit	f	asistencia	f	presenza	f	presença	f	присутствие	n	حضور	m	उपस्थिति	f
attendant	Person providing service to others.	préposé	m	Begleiter	m	asistente	m	addetto	m	atendente	m	обслуживающий персонал	m	مرافق	m	सेवादार	m
attention	Focus; concentration; notice; care.	attention	f	Aufmerksamkeit	f	atención	f	attenzione	f	atenção	f	внимание	n	انتباه	m	ध्यान	m
attitude	Viewpoint; position; manner; approach.	attitude	f	Haltung	f	actitud	f	atteggiamento	m	atitude	f	отношение	n	موقف	m	दृष्टिकोण	m
attorney	Lawyer; legal representative; advocate.	avocat	m	Anwalt	m	abogado	m	avvocato	m	advogado	m	адвокат	m	محامٍ	m	वकील	m
attraction	Appeal; fascination; force pulling objects together.	attraction	f	Anziehung	f	atracción	f	attrazione	f	atração	f	привлекательность	f	جاذبية	f	आकर्षण	m
attribute	A quality or feature regarded as characteristic.	attribut	m	Eigenschaft	f	atributo	m	attributo	m	atributo	m	атрибут	m	صفة	f	गुण	m
auction	Public sale to highest bidder.	vente aux enchères	f	Auktion	f	subasta	f	asta	f	leilão	m	аукцион	m	مزاد	m	नीलामी	f
audience	Viewers; spectators; listeners; public.	public	m	Publikum	n	audiencia	f	pubblico	m	audiência	f	аудитория	f	جمهور	m	दर्शक	m
audit	An official inspection of accounts.	audit	m	Prüfung	f	auditoría	f	verifica	f	auditoria	f	аудит	m	تدقيق	m	लेखा परीक्षा	f
audition	Performance test; trial; tryout.	audition	f	Vorsprechen	n	audición	f	audizione	f	audição	f	прослушивание	n	تجربة أداء	f	ऑडिशन	m
auditor	Financial examiner; one who audits accounts.	auditeur	m	Prüfer	m	auditor	m	revisore	m	auditor	m	аудитор	m	مدقق	m	लेखा परीक्षक	m
auditorium	A large room for an audience in a theater or concert hall.	auditorium	m	Auditorium	n	auditorio	m	auditorio	m	auditório	m	аудитория	f	قاعة	f	सभागार	m
august	Eighth month of Gregorian calendar.	août	m	August	m	agosto	m	agosto	m	agosto	m	август	m	أغسطس	m	अगस्त	m
aunt	Sister of one's father or mother.	tante	f	Tante	f	tía	f	zia	f	tia	f	тётя	f	عمة	f	मासी	f
austerity	Strictness; severe self-discipline; economic restraint.	austerité	f	Strenge	f	austeridad	f	austerità	f	austeridade	f	суровость	f	تقشف	m	कठोरता	f
australia	Continent and country in Southern Hemisphere.	Australie	f	Australien	n	Australia	f	Australia	f	Austrália	f	Австралия	f	أستراليا	f	ऑस्ट्रेलिया	m
